frameCount, left Gaze point world position x, left Gaze point world position y, left Gaze point world position z, left Gaze point gazeTime, left Gaze point hit layer, leftEyeHitObject,right Gaze point world position x, right Gaze point world position y, right Gaze point world position z, right Gaze point gazeTime, right Gaze point hit layer, rightEyeHitObject,left eye open confidence, left eye position x, left eye position y, left eye position z, right eye open confidence, right eye position x, right eye position y, right eye position z, isConjugate, isFixational,headCameraPosition.x, headCameraPosition.y, headCameraPosition.z,head angular speed, left eye angular speed, right eye angular speed
1,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
2,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,0,0,0,-1,-1,-1
3,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.0301433,1.019125,0.02924077,-1,-1,-1
4,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02965334,1.018451,0.02910497,-1,-1,-1
5,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02896414,1.018039,0.02904483,-1,-1,-1
6,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02831969,1.017348,0.02888742,-1,-1,-1
7,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02819706,1.016673,0.02865701,-1,-1,-1
8,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02788537,1.016167,0.02856539,-1,-1,-1
9,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02765584,1.015759,0.0284818,-1,-1,-1
10,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02745284,1.015425,0.02843669,-1,-1,-1
11,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02734135,1.015131,0.02838229,-1,-1,-1
12,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,False,False,-0.02729272,1.014791,0.02816227,-1,-1,-1
13,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05971685,1.013484,0.02623743,0,0.005114418,1.016046,0.03015398,False,False,-0.02739448,1.014467,0.02799984,-1,-1,-1
14,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.05994186,1.013271,0.02610415,0,0.00488075,1.015955,0.03008251,False,False,-0.02775867,1.01462,0.02805166,-1,-1,-1
15,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06017867,1.013266,0.02605143,0,0.004637449,1.016031,0.03007986,False,False,-0.02776441,1.014189,0.02781727,-1,-1,-1
16,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06021301,1.012853,0.02578856,0,0.004600815,1.015647,0.02983363,False,False,-0.02816105,1.014424,0.02763672,-1,-1,-1
17,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06056932,1.013056,0.0256159,0,0.004247234,1.015791,0.02965754,False,False,-0.02860001,1.014607,0.02736354,-1,-1,-1
18,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06100819,1.01328,0.02531414,0,0.003808173,1.015933,0.02941294,False,False,-0.02921164,1.01494,0.02686451,-1,-1,-1
19,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06158721,1.013596,0.02475869,0,0.003220105,1.016322,0.02895141,False,False,-0.02934984,1.015214,0.02657413,-1,-1,-1
20,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06173062,1.013792,0.02446446,0,0.003065162,1.01665,0.0287469,False,False,-0.02968787,1.015422,0.02642354,-1,-1,-1
21,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06208215,1.01394,0.02426436,0,0.002706407,1.016905,0.02858271,False,False,-0.03006011,1.015547,0.02617925,-1,-1,-1
22,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06246541,1.014042,0.02400159,0,0.002318969,1.017046,0.02835568,False,False,-0.03046817,1.015557,0.0259915,-1,-1,-1
23,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06285779,1.014036,0.02378961,0,0.001921453,1.017078,0.02819338,False,False,-0.03079804,1.015569,0.02583059,-1,-1,-1
24,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06317998,1.013971,0.02360172,0,0.001594095,1.017057,0.02805093,False,False,-0.03117526,1.01549,0.02578526,-1,-1,-1
25,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06355794,1.013899,0.02356254,0,0.001208362,1.017071,0.0280641,False,False,-0.03146449,1.015418,0.0256825,-1,-1,-1
26,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06383246,1.013788,0.0234063,0,0.0009236229,1.017054,0.02798699,False,False,-0.03172426,1.015374,0.02562013,-1,-1,-1
27,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06409902,1.013703,0.02329504,0,0.0006478628,1.017066,0.02793546,False,False,-0.03198402,1.015293,0.02542081,-1,-1,-1
28,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06435326,1.01356,0.02307955,0,0.0003852246,1.017025,0.02776206,False,False,-0.0322191,1.015251,0.02531537,-1,-1,-1
29,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06455418,1.013444,0.02297935,0,0.0001757217,1.016994,0.02771627,False,False,-0.03245572,1.015077,0.02519568,-1,-1,-1
30,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06480762,1.013247,0.02278456,0,-8.526884E-05,1.016876,0.02756504,False,False,-0.03267828,1.015038,0.02501467,-1,-1,-1
31,null,null,null,null,null,null,null,null,null,null,null,null,0,-0.06503981,1.013228,0.02260303,0,-0.0003290467,1.016958,0.02746191,False,False,-0.03305829,1.01508,0.02489015,-1,-1,-1
